row  column  layer  ET_Rate  Ext_Depth      
2  45  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  46  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  47  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  48  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  49  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  50  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  51  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  52  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  53  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  54  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  55  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  56  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  57  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  58  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  59  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
2  60  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  44  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  45  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  46  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  47  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  48  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  49  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  50  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  51  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  52  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  53  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  54  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  55  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  56  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  57  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  58  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  59  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
3  60  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  43  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  44  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  45  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  46  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  47  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  48  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  49  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  50  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  51  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  52  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  53  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  54  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  55  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  56  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  57  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  58  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  59  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  60  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
4  61  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  42  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  43  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  44  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  45  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  46  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  47  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  48  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  49  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  50  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  51  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  52  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  53  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  54  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
5  55  1    0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
